Mod:Item:MetaData, Localized Name
quark:elder_prismarine:1, Elder Prismarine Bricks
quark:elder_prismarine:2, Dark Elder Prismarine
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, Brimstone Bricks Slab
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, Permafrost Bricks Slab
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, Cobbedstone Slab
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, Elder Prismarine Slab
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, Elder Prismarine Brick Slab
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, Dark Elder Prismarine Slab
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, tile.smoker.name
baubles:ring:0, Miner's Ring
bewitchment:cypress_door, Cypress Door
bewitchment:elder_door, Elder Door
bewitchment:juniper_door, Juniper Door
bewitchment:dragons_blood_door, Dragon's Blood Door
bewitchment:silver_helmet, Silver Helmet
bewitchment:silver_chestplate, Silver Chestplate
bewitchment:silver_leggings, Silver Leggings
bewitchment:silver_boots, Silver Boots
bewitchment:cold_iron_helmet, Cold Iron Helmet
bewitchment:cold_iron_chestplate, Cold Iron Chestplate
bewitchment:cold_iron_leggings, Cold Iron Leggings
bewitchment:cold_iron_boots, Cold Iron Boots
bewitchment:witches_cowl, Witches' Cowl
bewitchment:witches_hat, Witches' Hat
bewitchment:witches_robes, Witches' Robes
bewitchment:witches_pants, Witches' Pants
bewitchment:besmirched_hood, Besmirched Hood
bewitchment:besmirched_hat, Besmirched Hat
bewitchment:besmirched_robes, Besmirched Robes
bewitchment:besmirched_pants, Besmirched Pants
bewitchment:alchemist_hood, Alchemist's Hood
bewitchment:alchemist_hat, Alchemist's Hat
bewitchment:alchemist_robes, Alchemist's Robes
bewitchment:alchemist_pants, Alchemist's Pants
bewitchment:green_witch_hood, Hedgewitches' Hood
bewitchment:green_witch_hat, Hedgewitches' Hat
bewitchment:green_witch_robes, Hedgewitches' Robes
bewitchment:green_witch_pants, Hedgewitches' Pants
bewitchment:silver_sword, Silver Sword
bewitchment:silver_pickaxe, Silver Pickaxe
bewitchment:silver_axe, Silver Axe
bewitchment:silver_shovel, Silver Shovel
bewitchment:silver_hoe, Silver Hoe
bewitchment:cold_iron_sword, Cold Iron Sword
bewitchment:cold_iron_pickaxe, Cold Iron Pickaxe
bewitchment:cold_iron_axe, Cold Iron Axe
bewitchment:cold_iron_shovel, Cold Iron Shovel
bewitchment:cold_iron_hoe, Cold Iron Hoe
bewitchment:athame, Athame
bewitchment:boline, Boline
bewitchment:cleaver_sword, Cleaver Blade
bewitchment:broom, Broom
bewitchment:cypress_broom, Cypress Broom
bewitchment:elder_broom, Elder Broom
bewitchment:juniper_broom, Juniper Broom
bewitchment:dragons_blood_broom, Dragon's Blood Broom
bewitchment:waystone, Waystone
bewitchment:focal_chalk, Focal Chalk
bewitchment:ritual_chalk, Ritual Chalk
bewitchment:fiery_chalk, Fiery Chalk
bewitchment:phasing_chalk, Phasing Chalk
bewitchment:caduceus, Caduceus
bewitchment:leonards_wand, Leonard's Wand
bewitchment:thyrsus, Thyrsus
bewitchment:silver_arrow, Silver Arrow
bewitchment:cold_iron_arrow, Cold Iron Arrow
bewitchment:girdle_of_the_dryads, Girdle of the Dryads
bewitchment:hellish_bauble, Hellish Bauble
bewitchment:fortunes_favor, Fortune's Favor
bewitchment:horseshoe, Horseshoe
bewitchment:nazar, Nazar
bewitchment:token_of_remedies, Token of Remedies
bewitchment:hecates_visage, Hecate's Visage
bewitchment:triskelion, Triskelion Amulet
bewitchment:vampiric_amulet, Vampiric Amulet
bewitchment:gluttons_sash, Gluttons Sash
bewitchment:grimoire_magia, Grimoire Magia
bewitchment:bastards_grimoire, Bastardus Grimoira
bewitchment:juniper_key, Juniper Key
bewitchment:juniper_key_ring, Juniper Keyring
bewitchment:bottled_frostfire, Bottled Frostfire
bewitchment:bottled_hellfire, Bottled Hellfire
bewitchment:bone_needle, Bone Needle
bewitchment:taglock, Taglock
bewitchment:amethyst, Amethyst
bewitchment:garnet, Garnet
bewitchment:opal, Opal
bewitchment:silver_ingot, Silver Ingot
bewitchment:cold_iron_ingot, Cold Iron Ingot
bewitchment:silver_nugget, Silver Nugget
bewitchment:cold_iron_nugget, Cold Iron Nugget
bewitchment:salt, Salt
bewitchment:cold_iron_plate, Cold Iron Plate
bewitchment:silver_plate, Silver Plate
bewitchment:hidden_bat, item.bewitchment.hidden_bat.name
bewitchment:unfired_jar, Unfired Jar
bewitchment:empty_jar, Empty Jar
bewitchment:oak_spirit, Oak Spirit
bewitchment:spruce_heart, Spruce Heart
bewitchment:birch_soul, Birch Soul
bewitchment:cloudy_oil, Cloudy Oil
bewitchment:acacia_resin, Acacia Resin
bewitchment:ebb_of_death, Ebb of Death
bewitchment:droplet_of_wisdom, Droplet of Wisdom
bewitchment:liquid_witchcraft, Liquid Witchcraft
bewitchment:essence_of_vitality, Essence of Vitality
bewitchment:cleansing_balm, Cleansing Balm
bewitchment:demonic_elixir, Demonic Elixir
bewitchment:fiery_unguent, Fiery Unguent
bewitchment:swirl_of_depths, Swirl of the Depths
bewitchment:oil_of_vitriol, Oil of Vitriol
bewitchment:otherworldly_tears, Otherworldly Tears
bewitchment:heaven_extract, Heaven Extract
bewitchment:stone_ichor, Stone Ichor
bewitchment:diabolical_vein, Diabolical Vein
bewitchment:pure_filament, Pure Filament
bewitchment:witches_stitching, Witches' Stitching
bewitchment:sanguine_cloth, Sanguine Cloth
bewitchment:spirit_string, Spirit String
bewitchment:golden_thread, Golden Thread
bewitchment:poppet, Poppet
bewitchment:poppet_binding, Poppet of Binding
bewitchment:poppet_clumsy, Poppet of Clumsiness
bewitchment:poppet_deathprotection, Death Protection Poppet
bewitchment:poppet_earthprotection, Earth Protection Poppet
bewitchment:poppet_flameprotection, Flame Protection Poppet
bewitchment:poppet_hungerprotection, Hunger Protection Poppet
bewitchment:poppet_spiritbane, Poppet of Spirit's Bane
bewitchment:poppet_tool, Tool Poppet
bewitchment:poppet_vampiric, Vampiric Poppet
bewitchment:poppet_voodooprotection, Voodoo Protection Poppet
bewitchment:poppet_voodoo, Voodoo Poppet
bewitchment:poppet_wasting, Poppet of Wasting
bewitchment:poppet_waterprotection, Water Protection Poppet
bewitchment:aconitum, Aconitum
bewitchment:belladonna, Belladonna
bewitchment:garlic, Garlic
bewitchment:hellebore, Hellebore
bewitchment:mandrake_root, Mandrake Root
bewitchment:white_sage, White Sage
bewitchment:wormwood, Wormwood
bewitchment:aconitum_seeds, Aconitum Seeds
bewitchment:belladonna_seeds, Belladonna Seeds
bewitchment:garlic_seeds, Garlic Seeds
bewitchment:hellebore_seeds, Hellebore Seeds
bewitchment:mandrake_seeds, Mandrake Seeds
bewitchment:white_sage_seeds, White Sage Seeds
bewitchment:wormwood_seeds, Wormwood Seeds
bewitchment:elderberries, Elderberries
bewitchment:juniper_berries, Juniper Berries
bewitchment:stew_of_the_grotesque, Stew of the Grotesque
bewitchment:lizard_leg, Lizard Leg
bewitchment:owlets_wing, Owlet's Wing
bewitchment:ravens_feather, Raven's Feather
bewitchment:adders_fork, Adder's Fork
bewitchment:toe_of_frog, Toe of Frog
bewitchment:hellhound_horn, Demonic Horn
bewitchment:heart, Heart
bewitchment:demon_heart, Demon Heart
bewitchment:snake_venom, Snake Venom
bewitchment:bottle_of_blood, Bottle of Blood
bewitchment:bottle_of_vampire_blood, Bottle of Vampire Blood
bewitchment:hoof, Hoof
bewitchment:eye_of_old, Eye of Old
bewitchment:tongue_of_dog, Tongue of Dog
bewitchment:catechu_brown, Catechu Brown
bewitchment:ink_cap_dye, Blue Ink Cap Extract
bewitchment:dimensional_sand, Dimensional Sand
bewitchment:ectoplasm, Ectoplasm
bewitchment:flying_ointment, Flying Ointment
bewitchment:iron_gall_ink, Iron Gall Ink
bewitchment:oak_apple_gall, Oak Apple Gall
bewitchment:pentacle, Pentacle
bewitchment:spectral_dust, Spectral Dust
bewitchment:tallow, Tallow
bewitchment:wood_ash, Wood Ash
bewitchment:dragons_blood_resin, Dragon's Blood Resin
bewitchment:box_of_sealed_evil, Box of Sealed Evil
bewitchment:contract, Demon Contract
bewitchment:skeleton_key, Skeleton Key
bewitchment:garlic_grilled, Grilled Garlic
bewitchment:elderberry_jelly, Elderberry Jelly
bewitchment:juniper_tea, Juniper Tea
bewitchment:garlic_bread, Garlic Bread
bewitchment:sigil_mending, Sigil of Mending
bewitchment:sigil_ruin, Sigil of Ruin
bewitchment:sigil_binding, Sigil of Binding
bewitchment:sigil_cleansing, Sigil of Cleansing
bewitchment:sigil_failure, Sigil of Failure
bewitchment:sigil_purity, Sigil of Purity
bewitchment:sigil_luck, Sigil of Luck
bewitchment:sigil_battle, Sigil of Battle
bewitchment:sigil_disorientation, Sigil of Disorientation
bewitchment:sigil_shrieking, Sigil of Shrieking
bewitchment:sigil_sentinel, Sigil of Sentinel
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
